file size (MB),benchmarks,latency,iteration,src_host,host_inner,host_outer,time_cp_start,time_cp_end,end_time,copy_time,convergence_time,
41,convergence,148,2,troll-4.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-24 5:56:13,2021-01-24 5:56:23,2021-01-24 6:01:47,9.823026,334.528122,324.705096
41,convergence,148,2,troll-4.grenoble.grid5000.fr,troll-3.grenoble.grid5000.fr,,2021-01-24 5:56:13,2021-01-24 5:56:23,2021-01-24 6:01:47,9.823026,334.621982,324.798956
41,convergence,148,3,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 2:48:41,2021-01-24 2:49:47,2021-01-24 2:49:50,66.663212,69.221537,2.558325
41,convergence,148,3,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-24 2:48:41,2021-01-24 2:49:47,2021-01-24 2:49:48,66.663212,67.715096,1.051884
41,convergence,148,4,troll-3.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-24 1:46:21,2021-01-24 1:49:10,2021-01-24 1:49:11,168.659277,169.127664,0.468387
41,convergence,148,4,troll-3.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-24 1:46:21,2021-01-24 1:49:10,2021-01-24 1:49:13,168.659277,171.199897,2.54062
41,convergence,148,4,troll-3.grenoble.grid5000.fr,,econome-6.nantes.grid5000.fr,2021-01-24 1:46:21,2021-01-24 1:49:10,2021-01-24 2:06:59,168.659277,1238.101608,1069.442331
41,convergence,148,4,troll-3.grenoble.grid5000.fr,,econome-8.nantes.grid5000.fr,2021-01-24 1:46:21,2021-01-24 1:49:10,2021-01-24 2:06:59,168.659277,1237.364795,1068.705518
41,convergence,148,4,troll-3.grenoble.grid5000.fr,,econome-9.nantes.grid5000.fr,2021-01-24 1:46:21,2021-01-24 1:49:10,2021-01-24 2:07:01,168.659277,1239.149901,1070.490624
41,convergence,148,5,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 15:06:26,2021-01-24 15:09:10,2021-01-24 15:09:11,164.191175,165.323622,1.132447
41,convergence,148,5,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-24 15:06:26,2021-01-24 15:09:10,2021-01-24 15:09:11,164.191175,164.48556,0.294385
41,convergence,148,5,econome-6.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 15:06:26,2021-01-24 15:09:10,2021-01-24 15:09:16,164.191175,170.283952,6.092777
41,convergence,148,5,econome-6.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 15:06:26,2021-01-24 15:09:10,2021-01-24 15:09:14,164.191175,167.599651,3.408476
41,convergence,148,5,econome-6.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 15:06:26,2021-01-24 15:09:10,2021-01-24 15:09:15,164.191175,169.241912,5.050737
41,convergence,148,6,troll-2.grenoble.grid5000.fr,troll-3.grenoble.grid5000.fr,,2021-01-25 1:35:29,2021-01-25 1:36:42,2021-01-25 1:36:43,73.1787,74.288176,1.109476
41,convergence,148,6,troll-2.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-25 1:35:29,2021-01-25 1:36:42,2021-01-25 1:36:44,73.1787,75.727553,2.548853
41,convergence,148,7,econome-9.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 19:16:08,2021-01-24 19:17:01,2021-01-24 19:17:02,53.67693,54.241792,0.564862
41,convergence,148,7,econome-9.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 19:16:08,2021-01-24 19:17:01,2021-01-24 19:17:03,53.67693,55.254877,1.577947
41,convergence,148,7,econome-9.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 19:16:08,2021-01-24 19:17:01,2021-01-24 19:19:14,53.67693,186.734699,133.057769
41,convergence,148,7,econome-9.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 19:16:08,2021-01-24 19:17:01,2021-01-24 19:19:16,53.67693,188.063961,134.387031
41,convergence,148,7,econome-9.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 19:16:08,2021-01-24 19:17:01,2021-01-24 19:19:18,53.67693,189.843664,136.166734
41,convergence,244,1,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-23 23:10:33,2021-01-23 23:11:39,2021-01-23 23:11:39,65.41024,65.533685,0.123445
41,convergence,244,1,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-23 23:10:33,2021-01-23 23:11:39,2021-01-23 23:11:39,65.41024,65.531907,0.121667
41,convergence,244,1,econome-6.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-23 23:10:33,2021-01-23 23:11:39,2021-01-23 23:15:15,65.41024,282.024022,216.613782
41,convergence,244,1,econome-6.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-23 23:10:33,2021-01-23 23:11:39,2021-01-23 23:15:18,65.41024,284.414885,219.004645
41,convergence,244,1,econome-6.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-23 23:10:33,2021-01-23 23:11:39,2021-01-23 23:15:20,65.41024,286.633878,221.223638
41,convergence,244,2,troll-3.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-23 22:11:54,2021-01-23 22:13:00,2021-01-23 22:13:02,65.917465,68.163773,2.246308
41,convergence,244,2,troll-3.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-23 22:11:54,2021-01-23 22:13:00,2021-01-23 22:13:00,65.917465,65.929451,0.011986
41,convergence,244,3,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 1:15:30,2021-01-24 1:16:22,2021-01-24 1:16:24,52.651166,54.709963,2.058797
41,convergence,244,3,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-24 1:15:30,2021-01-24 1:16:22,2021-01-24 1:16:23,52.651166,53.731606,1.08044
41,convergence,244,3,econome-6.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 1:15:30,2021-01-24 1:16:22,2021-01-24 1:16:41,52.651166,71.407279,18.756113
41,convergence,244,3,econome-6.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 1:15:30,2021-01-24 1:16:22,2021-01-24 1:16:39,52.651166,69.403953,16.752787
41,convergence,244,3,econome-6.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 1:15:30,2021-01-24 1:16:22,2021-01-24 1:16:40,52.651166,70.398103,17.746937
41,convergence,244,4,troll-2.grenoble.grid5000.fr,troll-3.grenoble.grid5000.fr,,2021-01-24 0:40:00,2021-01-24 0:41:29,2021-01-24 0:41:29,88.922358,88.997095,0.074737
41,convergence,244,4,troll-2.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-24 0:40:00,2021-01-24 0:41:29,2021-01-24 0:41:31,88.922358,90.371597,1.449239
41,convergence,244,4,troll-2.grenoble.grid5000.fr,,econome-6.nantes.grid5000.fr,2021-01-24 0:40:00,2021-01-24 0:41:29,2021-01-24 0:41:49,88.922358,108.859912,19.937554
41,convergence,244,4,troll-2.grenoble.grid5000.fr,,econome-8.nantes.grid5000.fr,2021-01-24 0:40:00,2021-01-24 0:41:29,2021-01-24 0:41:49,88.922358,108.514292,19.591934
41,convergence,244,4,troll-2.grenoble.grid5000.fr,,econome-9.nantes.grid5000.fr,2021-01-24 0:40:00,2021-01-24 0:41:29,2021-01-24 0:41:49,88.922358,108.649426,19.727068
41,convergence,244,5,econome-9.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 16:15:40,2021-01-24 16:17:34,2021-01-24 16:17:34,114.152851,114.172134,0.019283
41,convergence,244,5,econome-9.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 16:15:40,2021-01-24 16:17:34,2021-01-24 16:17:35,114.152851,114.850732,0.697881
41,convergence,244,5,econome-9.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 16:15:40,2021-01-24 16:17:34,2021-01-24 16:17:38,114.152851,118.382443,4.229592
41,convergence,244,5,econome-9.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 16:15:40,2021-01-24 16:17:34,2021-01-24 16:17:40,114.152851,119.517724,5.364873
41,convergence,244,5,econome-9.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 16:15:40,2021-01-24 16:17:34,2021-01-24 16:17:37,114.152851,117.270786,3.117935
41,convergence,244,6,troll-2.grenoble.grid5000.fr,troll-3.grenoble.grid5000.fr,,2021-01-25 0:31:48,2021-01-25 0:37:25,2021-01-25 0:37:28,336.3568,339.268169,2.911369
41,convergence,244,6,troll-2.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-25 0:31:48,2021-01-25 0:37:25,2021-01-25 0:37:26,336.3568,338.212095,1.855295
41,convergence,244,7,econome-8.nantes.grid5000.fr,econome-5.nantes.grid5000.fr,,2021-01-25 0:26:50,2021-01-25 0:27:55,2021-01-25 0:27:57,65.0557,66.620074,1.564374
41,convergence,244,7,econome-8.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-25 0:26:50,2021-01-25 0:27:55,2021-01-25 0:27:56,65.0557,65.882161,0.826461
41,convergence,244,7,econome-8.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-25 0:26:50,2021-01-25 0:27:55,2021-01-25 0:29:12,65.0557,141.373525,76.317825
41,convergence,244,7,econome-8.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-25 0:26:50,2021-01-25 0:27:55,2021-01-25 0:29:11,65.0557,140.934188,75.878488
41,convergence,244,7,econome-8.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-25 0:26:50,2021-01-25 0:27:55,2021-01-25 0:29:14,65.0557,143.55446,78.49876
41,convergence,403,1,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-23 21:01:08,2021-01-23 21:02:09,2021-01-23 21:02:09,60.530676,61.084931,0.554255
41,convergence,403,1,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-23 21:01:08,2021-01-23 21:02:09,2021-01-23 21:02:10,60.530676,62.150449,1.619773
41,convergence,403,1,econome-6.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-23 21:01:08,2021-01-23 21:02:09,2021-01-23 21:04:29,60.530676,200.91418,140.383504
41,convergence,403,1,econome-6.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-23 21:01:08,2021-01-23 21:02:09,2021-01-23 21:04:25,60.530676,196.388544,135.857868
41,convergence,403,1,econome-6.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-23 21:01:08,2021-01-23 21:02:09,2021-01-23 21:04:27,60.530676,198.520094,137.989418
41,convergence,403,2,troll-3.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-23 21:11:38,2021-01-23 21:12:38,2021-01-23 21:12:40,60.351983,62.317686,1.965703
41,convergence,403,2,troll-3.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-23 21:11:38,2021-01-23 21:12:38,2021-01-23 21:12:40,60.351983,62.045579,1.693596
41,convergence,403,3,econome-5.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-25 3:02:29,2021-01-25 3:04:17,2021-01-25 3:04:20,108.215847,111.019785,2.803938
41,convergence,403,3,econome-5.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-25 3:02:29,2021-01-25 3:04:17,2021-01-25 3:04:19,108.215847,110.142568,1.926721
41,convergence,403,4,troll-3.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-24 2:12:49,2021-01-24 2:13:46,2021-01-24 2:13:46,56.801775,57.216377,0.414602
41,convergence,403,4,troll-3.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-24 2:12:49,2021-01-24 2:13:46,2021-01-24 2:13:46,56.801775,56.817581,0.015806
41,convergence,403,4,troll-3.grenoble.grid5000.fr,,econome-6.nantes.grid5000.fr,2021-01-24 2:12:49,2021-01-24 2:13:46,2021-01-24 2:15:27,56.801775,157.546816,100.745041
41,convergence,403,4,troll-3.grenoble.grid5000.fr,,econome-8.nantes.grid5000.fr,2021-01-24 2:12:49,2021-01-24 2:13:46,2021-01-24 2:15:27,56.801775,157.617521,100.815746
41,convergence,403,4,troll-3.grenoble.grid5000.fr,,econome-9.nantes.grid5000.fr,2021-01-24 2:12:49,2021-01-24 2:13:46,2021-01-24 2:15:27,56.801775,157.795631,100.993856
41,convergence,403,5,econome-9.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 16:21:03,2021-01-24 16:24:37,2021-01-24 16:24:37,214.359084,214.723879,0.364795
41,convergence,403,5,econome-9.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 16:21:03,2021-01-24 16:24:37,2021-01-24 16:24:37,214.359084,214.618513,0.259429
41,convergence,403,5,econome-9.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 16:21:03,2021-01-24 16:24:37,2021-01-24 16:24:44,214.359084,221.724121,7.365037
41,convergence,403,5,econome-9.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 16:21:03,2021-01-24 16:24:37,2021-01-24 16:24:43,214.359084,220.55838,6.199296
41,convergence,403,5,econome-9.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 16:21:03,2021-01-24 16:24:37,2021-01-24 16:24:42,214.359084,219.148241,4.789157
41,convergence,403,6,troll-4.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-24 20:59:11,2021-01-24 21:00:11,2021-01-24 21:00:11,60.683618,60.719971,0.036353
41,convergence,403,6,troll-4.grenoble.grid5000.fr,troll-3.grenoble.grid5000.fr,,2021-01-24 20:59:11,2021-01-24 21:00:11,2021-01-24 21:00:11,60.683618,60.745564,0.061946
41,convergence,403,6,troll-4.grenoble.grid5000.fr,,econome-6.nantes.grid5000.fr,2021-01-24 20:59:11,2021-01-24 21:00:11,2021-01-24 21:01:02,60.683618,111.312053,50.628435
41,convergence,403,6,troll-4.grenoble.grid5000.fr,,econome-8.nantes.grid5000.fr,2021-01-24 20:59:11,2021-01-24 21:00:11,2021-01-24 21:01:05,60.683618,113.944487,53.260869
41,convergence,403,6,troll-4.grenoble.grid5000.fr,,econome-9.nantes.grid5000.fr,2021-01-24 20:59:11,2021-01-24 21:00:11,2021-01-24 21:01:03,60.683618,112.471974,51.788356
41,convergence,403,7,econome-6.nantes.grid5000.fr,econome-5.nantes.grid5000.fr,,2021-01-24 22:56:00,2021-01-24 22:57:14,2021-01-24 22:57:14,74.06385,74.705297,0.641447
41,convergence,403,7,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 22:56:00,2021-01-24 22:57:14,2021-01-24 22:57:16,74.06385,76.463942,2.400092
41,convergence,403,7,econome-6.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 22:56:00,2021-01-24 22:57:14,2021-01-24 22:57:25,74.06385,85.577939,11.514089
41,convergence,403,7,econome-6.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 22:56:00,2021-01-24 22:57:14,2021-01-24 22:57:26,74.06385,86.483292,12.419442
41,convergence,403,7,econome-6.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 22:56:00,2021-01-24 22:57:14,2021-01-24 22:57:27,74.06385,86.846978,12.783128
41,convergence,665,1,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-23 20:51:07,2021-01-23 20:52:46,2021-01-23 20:52:47,99.248031,100.149191,0.90116
41,convergence,665,1,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-23 20:51:07,2021-01-23 20:52:46,2021-01-23 20:52:49,99.248031,101.620395,2.372364
41,convergence,665,1,econome-6.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-23 20:51:07,2021-01-23 20:52:46,2021-01-23 20:54:30,99.248031,202.963986,103.715955
41,convergence,665,1,econome-6.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-23 20:51:07,2021-01-23 20:52:46,2021-01-23 20:54:33,99.248031,205.858776,106.610745
41,convergence,665,1,econome-6.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-23 20:51:07,2021-01-23 20:52:46,2021-01-23 20:54:31,99.248031,204.180727,104.932696
41,convergence,665,2,troll-4.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-24 1:12:34,2021-01-24 1:14:11,2021-01-24 1:14:12,96.229627,97.838981,1.609354
41,convergence,665,2,troll-4.grenoble.grid5000.fr,troll-3.grenoble.grid5000.fr,,2021-01-24 1:12:34,2021-01-24 1:14:11,2021-01-24 1:14:12,96.229627,97.482256,1.252629
41,convergence,665,2,troll-4.grenoble.grid5000.fr,,econome-6.nantes.grid5000.fr,2021-01-24 1:12:34,2021-01-24 1:14:11,2021-01-24 1:14:34,96.229627,120.010118,23.780491
41,convergence,665,2,troll-4.grenoble.grid5000.fr,,econome-8.nantes.grid5000.fr,2021-01-24 1:12:34,2021-01-24 1:14:11,2021-01-24 1:14:33,96.229627,118.959217,22.72959
41,convergence,665,2,troll-4.grenoble.grid5000.fr,,econome-9.nantes.grid5000.fr,2021-01-24 1:12:34,2021-01-24 1:14:11,2021-01-24 1:14:32,96.229627,117.605268,21.375641
41,convergence,665,3,econome-5.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-25 2:04:23,2021-01-25 2:05:17,2021-01-25 2:05:18,53.282505,54.883975,1.60147
41,convergence,665,3,econome-5.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-25 2:04:23,2021-01-25 2:05:17,2021-01-25 2:05:18,53.282505,54.461189,1.178684
41,convergence,665,4,troll-3.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-24 1:17:37,2021-01-24 1:18:34,2021-01-24 1:18:37,57.843838,60.429175,2.585337
41,convergence,665,4,troll-3.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-24 1:17:37,2021-01-24 1:18:34,2021-01-24 1:18:36,57.843838,59.044653,1.200815
41,convergence,665,5,econome-9.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 16:25:28,2021-01-24 16:29:22,2021-01-24 16:29:22,234.742273,234.752878,0.010605
41,convergence,665,5,econome-9.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 16:25:28,2021-01-24 16:29:22,2021-01-24 16:29:23,234.742273,235.181391,0.439118
41,convergence,665,5,econome-9.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-24 16:25:28,2021-01-24 16:29:22,2021-01-24 16:29:37,234.742273,249.334125,14.591852
41,convergence,665,5,econome-9.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-24 16:25:28,2021-01-24 16:29:22,2021-01-24 16:29:38,234.742273,250.471707,15.729434
41,convergence,665,5,econome-9.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-24 16:25:28,2021-01-24 16:29:22,2021-01-24 16:29:36,234.742273,248.040703,13.29843
41,convergence,665,6,troll-3.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-24 19:50:24,2021-01-24 19:52:11,2021-01-24 19:52:13,107.168033,108.586564,1.418531
41,convergence,665,6,troll-3.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-24 19:50:24,2021-01-24 19:52:11,2021-01-24 19:52:13,107.168033,108.709123,1.54109
41,convergence,665,7,econome-8.nantes.grid5000.fr,econome-5.nantes.grid5000.fr,,2021-01-25 0:29:51,2021-01-25 0:30:50,2021-01-25 0:30:50,58.510931,58.729912,0.218981
41,convergence,665,7,econome-8.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-25 0:29:51,2021-01-25 0:30:50,2021-01-25 0:30:52,58.510931,60.332888,1.821957
41,convergence,665,7,econome-8.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-25 0:29:51,2021-01-25 0:30:50,2021-01-25 0:31:03,58.510931,71.963155,13.452224
41,convergence,665,7,econome-8.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-25 0:29:51,2021-01-25 0:30:50,2021-01-25 0:31:04,58.510931,73.093181,14.58225
41,convergence,665,7,econome-8.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-25 0:29:51,2021-01-25 0:30:50,2021-01-25 0:31:02,58.510931,71.063126,12.552195
41,convergence,1000,1,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-23 20:47:14,2021-01-23 20:48:48,2021-01-23 20:48:48,93.805995,93.809843,0.003848
41,convergence,1000,1,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-23 20:47:14,2021-01-23 20:48:48,2021-01-23 20:48:51,93.805995,96.592837,2.786842
41,convergence,1000,1,econome-6.nantes.grid5000.fr,,troll-2.grenoble.grid5000.fr,2021-01-23 20:47:14,2021-01-23 20:48:48,2021-01-23 20:50:27,93.805995,192.84984,99.043845
41,convergence,1000,1,econome-6.nantes.grid5000.fr,,troll-3.grenoble.grid5000.fr,2021-01-23 20:47:14,2021-01-23 20:48:48,2021-01-23 20:50:29,93.805995,194.676376,100.870381
41,convergence,1000,1,econome-6.nantes.grid5000.fr,,troll-4.grenoble.grid5000.fr,2021-01-23 20:47:14,2021-01-23 20:48:48,2021-01-23 20:50:26,93.805995,191.366241,97.560246
41,convergence,1000,2,troll-3.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-23 22:41:12,2021-01-23 22:42:47,2021-01-23 22:42:47,94.623266,95.419162,0.795896
41,convergence,1000,2,troll-3.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-23 22:41:12,2021-01-23 22:42:47,2021-01-23 22:42:47,94.623266,95.13621,0.512944
41,convergence,1000,3,econome-8.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 16:38:36,2021-01-24 16:39:42,2021-01-24 16:39:42,66.200799,66.219849,0.01905
41,convergence,1000,3,econome-8.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-24 16:38:36,2021-01-24 16:39:42,2021-01-24 16:39:43,66.200799,67.050438,0.849639
41,convergence,1000,4,troll-3.grenoble.grid5000.fr,troll-2.grenoble.grid5000.fr,,2021-01-24 2:19:30,2021-01-24 2:20:47,2021-01-24 2:20:49,77.48805,79.094233,1.606183
41,convergence,1000,4,troll-3.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-24 2:19:30,2021-01-24 2:20:47,2021-01-24 2:20:48,77.48805,77.783677,0.295627
41,convergence,1000,5,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 15:13:07,2021-01-24 15:14:16,2021-01-24 15:14:19,69.082147,71.786207,2.70406
41,convergence,1000,5,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-24 15:13:07,2021-01-24 15:14:16,2021-01-24 15:14:18,69.082147,70.834513,1.752366
41,convergence,1000,6,troll-2.grenoble.grid5000.fr,troll-3.grenoble.grid5000.fr,,2021-01-24 23:58:32,2021-01-24 23:59:07,2021-01-24 23:59:09,34.872865,36.522233,1.649368
41,convergence,1000,6,troll-2.grenoble.grid5000.fr,troll-4.grenoble.grid5000.fr,,2021-01-24 23:58:32,2021-01-24 23:59:07,2021-01-24 23:59:08,34.872865,35.536285,0.66342
41,convergence,1000,7,econome-9.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-24 19:20:09,2021-01-24 19:22:05,2021-01-24 19:22:05,115.969181,116.701785,0.732604
41,convergence,1000,7,econome-9.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-24 19:20:09,2021-01-24 19:22:05,2021-01-24 19:22:05,115.969181,116.66427,0.695089
