benchmarks,latency,iteration,src_host,host_inner,host_outer,time_cp_start,time_cp_end,end_time,copy_time,convergence_time
convergence,665,10,econome-9.nantes.grid5000.fr,,dahu-7.grenoble.grid5000.fr,2021-01-25 10:05:48.176060,2021-01-25 10:08:00.579777,2021-01-25 10:08:15.660364,132.403717,147.484304
convergence,665,10,econome-9.nantes.grid5000.fr,,dahu-8.grenoble.grid5000.fr,2021-01-25 10:05:48.176060,2021-01-25 10:08:00.579777,2021-01-25 10:08:17.204220,132.403717,149.02816
convergence,665,10,econome-9.nantes.grid5000.fr,,dahu-9.grenoble.grid5000.fr,2021-01-25 10:05:48.176060,2021-01-25 10:08:00.579777,2021-01-25 10:08:18.280221,132.403717,150.104161
convergence,1000,2,econome-8.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-25 23:08:05.533506,2021-01-25 23:09:41.705657,2021-01-25 23:09:44.011417,96.172151,98.477911
convergence,1000,2,econome-8.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-25 23:08:05.533506,2021-01-25 23:09:41.705657,2021-01-25 23:09:43.858443,96.172151,98.324937
convergence,1000,2,econome-8.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-25 23:08:05.533506,2021-01-25 23:09:41.705657,2021-01-25 23:09:42.356888,96.172151,96.82338200000001
convergence,1000,6,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-26 04:54:08.198488,2021-01-26 04:55:55.987441,2021-01-26 04:55:57.573544,107.788953,109.375056
convergence,1000,6,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-26 04:54:08.198488,2021-01-26 04:55:55.987441,2021-01-26 04:55:58.544749,107.788953,110.34626100000001
convergence,1000,7,dahu-3.grenoble.grid5000.fr,dahu-31.grenoble.grid5000.fr,,2021-01-25 20:42:26.221698,2021-01-25 20:45:29.922423,2021-01-25 20:45:30.576962,183.700725,184.355264
convergence,1000,7,dahu-3.grenoble.grid5000.fr,dahu-32.grenoble.grid5000.fr,,2021-01-25 20:42:26.221698,2021-01-25 20:45:29.922423,2021-01-25 20:45:31.595006,183.700725,185.373308
convergence,1000,8,econome-6.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-25 11:55:45.434301,2021-01-25 11:58:52.271548,2021-01-25 11:58:54.834189,186.83724700000002,189.399888
convergence,1000,8,econome-6.nantes.grid5000.fr,econome-9.nantes.grid5000.fr,,2021-01-25 11:55:45.434301,2021-01-25 11:58:52.271548,2021-01-25 11:58:54.279990,186.83724700000002,188.84568900000002
convergence,1000,9,dahu-9.grenoble.grid5000.fr,dahu-7.grenoble.grid5000.fr,,2021-01-25 10:29:22.705101,2021-01-25 10:30:19.589412,2021-01-25 10:30:20.517980,56.884311000000004,57.812879
convergence,1000,9,dahu-9.grenoble.grid5000.fr,dahu-8.grenoble.grid5000.fr,,2021-01-25 10:29:22.705101,2021-01-25 10:30:19.589412,2021-01-25 10:30:20.544156,56.884311000000004,57.839055
convergence,1000,10,econome-9.nantes.grid5000.fr,econome-6.nantes.grid5000.fr,,2021-01-25 10:09:08.428074,2021-01-25 10:14:35.370706,2021-01-25 10:14:36.196317,326.942632,327.76824300000004
convergence,1000,10,econome-9.nantes.grid5000.fr,econome-8.nantes.grid5000.fr,,2021-01-25 10:09:08.428074,2021-01-25 10:14:35.370706,2021-01-25 10:14:35.961663,326.942632,327.533589
convergence,1000,10,econome-9.nantes.grid5000.fr,,dahu-7.grenoble.grid5000.fr,2021-01-25 10:09:08.428074,2021-01-25 10:14:35.370706,2021-01-25 10:14:39.182827,326.942632,330.754753
convergence,1000,10,econome-9.nantes.grid5000.fr,,dahu-8.grenoble.grid5000.fr,2021-01-25 10:09:08.428074,2021-01-25 10:14:35.370706,2021-01-25 10:14:39.063237,326.942632,330.63516300000003
convergence,1000,10,econome-9.nantes.grid5000.fr,,dahu-9.grenoble.grid5000.fr,2021-01-25 10:09:08.428074,2021-01-25 10:14:35.370706,2021-01-25 10:14:40.905870,326.942632,332.477796
